time;P_int
40740;0
40800;0
40860;0
40920;0
40980;0
41040;0
41100;0
41160;0
41220;0
41280;1.8
41340;19.8
41400;23.4
41460;12.6
41520;13.2
41580;4.2
41640;4.8
41700;3.6
41760;6.6
41820;3
41880;5.4
41940;6
42000;19.8
42060;9
42120;2.4
42180;1.2
42240;1.8
42300;1.8
42360;3.6
42420;4.8
42480;2.4
42540;5.4
42600;1.8
42660;6.6
42720;12.6
42780;1.2
42840;0
42900;0
42960;0
43020;0
43080;0
43140;0
43200;0
43260;0
43320;0
43380;0
43440;0
43500;0
43560;0
43620;0
43680;0
43740;0
43800;0
43860;0
43920;0
43980;0
44040;0
44100;0
44160;0
44220;0
44280;0
44340;0
44400;0
44460;0
44520;0
44580;0
44640;0
44700;0
44760;0
44820;0
44880;0
44940;0
45000;0
45060;0
45120;0
45180;0
45240;0
45300;0
45360;0
45420;0
45480;0
45540;0
45600;0
45660;0
45720;0
45780;0
45840;0
45900;0
45960;0
46020;0
46080;0
46140;0
46200;0
46260;0
46320;0
46380;0
46440;0
46500;0
46560;0
46620;0
46680;0
46740;0
46800;0
46860;0
46920;0
46980;0
47040;0
47100;0
47160;0
47220;0
47280;0
47340;0
47400;0
47460;0
47520;0
47580;0
47640;0
47700;0
47760;0
47820;0
47880;0
47940;0
48000;0
48060;0
48120;0
48180;0
48240;0
48300;0
48360;0
48420;0
48480;0
48540;0
48600;0
48660;0
48720;0
48780;0
48840;0
48900;0
48960;0
49020;0
49080;0
49140;0
49200;0
49260;0
49320;0
49380;0
49440;0
49500;0
49560;0
49620;0
49680;0
49740;1.8
49800;0.6
49860;0
49920;0
49980;0
50040;0
50100;0
50160;2.4
50220;0
50280;0
50340;0
50400;0
50460;0
50520;0
50580;1.8
50640;0
50700;0
50760;0
50820;0
50880;0
50940;0
51000;0
51060;0
51120;0
51180;0
51240;0
51300;0
51360;0
51420;0
51480;0
51540;0
51600;0
51660;0
51720;0
51780;0
51840;0
51900;0
51960;0
52020;0
52080;0
52140;0
52200;0
52260;0
52320;0
52380;0
52440;0
52500;0
52560;0
52620;0
52680;0
52740;0
52800;0
52860;0
52920;0
52980;0
53040;0
53100;0
53160;0
53220;0
53280;0
53340;0
53400;0
53460;0
53520;0
53580;0
53640;0
53700;0
53760;0
53820;0
53880;0
53940;0
54000;0
54060;0
54120;0
54180;0
54240;0
54300;0
54360;0
54420;0
54480;0
54540;0
54600;0
54660;0
54720;0
54780;0
54840;0
54900;0
54960;0
55020;2.4
55080;0.6
55140;0
55200;2.4
55260;3.6
55320;2.4
55380;2.4
55440;3
55500;0.6
55560;0
55620;0
55680;0
55740;0
55800;0
55860;0
55920;0
55980;0
56040;1.8
56100;0.6
56160;0
56220;0
56280;0
56340;0
56400;0
56460;0
56520;0
56580;0
56640;0
56700;0
56760;0
56820;0
56880;0
56940;0
57000;0
57060;0
57120;0
57180;0
57240;0
57300;0
57360;0
57420;0
57480;0
57540;0
57600;0
57660;0
57720;0
57780;0
57840;0
57900;0
57960;0
58020;0
58080;0
58140;0
58200;0
58260;0
58320;0
58380;0
58440;0
58500;0
58560;0
58620;0
58680;0
58740;0
58800;0
58860;0
58920;0
58980;0
59040;0
59100;0
59160;0
59220;0
59280;0
59340;0
59400;0
59460;0
59520;0
59580;0
59640;0
59700;0
59760;0
59820;0
59880;0
59940;0
60000;0
60060;0
60120;0
60180;0
60240;0
60300;0
60360;0
60420;0
60480;0
60540;0
60600;0
60660;0
60720;0
60780;0
60840;0
60900;0
60960;0
61020;0
61080;0
61140;0
61200;0
61260;0
61320;0
61380;0
61440;0
61500;0
61560;0
61620;0
61680;0
61740;0
61800;0
61860;0
61920;0
61980;0
62040;0
62100;0
62160;0
62220;0
62280;0
62340;0
62400;0
62460;0
62520;0
62580;0
62640;0
62700;0
62760;0
62820;0
62880;0
62940;0
63000;0
63060;0
63120;0
63180;0
63240;0
63300;0
63360;0
63420;0
63480;0
63540;0
63600;0
63660;0
63720;0
63780;0
63840;0
63900;0
63960;0
64020;0
64080;0
64140;0
64200;0
64260;0
64320;0
64380;0
64440;0
64500;0
64560;0
64620;0
64680;0
64740;0
64800;0
64860;0
64920;2.4
64980;0.6
65040;0
65100;1.8
65160;1.2
65220;0
65280;2.4
65340;1.8
65400;1.8
65460;1.8
65520;1.2
65580;0
65640;0
65700;2.4
65760;0.6
65820;0
65880;0
65940;0
66000;0
66060;1.8
66120;0.6
66180;0
66240;0
66300;0
66360;0
66420;0
66480;0
66540;0
66600;0
66660;0
66720;0
66780;0
66840;0
66900;0
66960;0
67020;0
67080;0
67140;0
67200;0
67260;0
67320;0
67380;0
67440;0
67500;0
67560;0
67620;0
67680;0
67740;0
67800;0
67860;0
67920;3
67980;0
68040;0
68100;0
68160;0
68220;0
68280;0
68340;0
68400;0
68460;0
68520;0
68580;0
68640;0
68700;0
68760;0
68820;0
68880;0
68940;0
69000;0
69060;0
69120;0
69180;0
69240;0
69300;0
69360;0
69420;0
69480;0
69540;0
69600;0
69660;0
69720;0
69780;0
69840;0
69900;0
69960;0
70020;1.8
70080;6
70140;4.2
70200;9.6
70260;0
